automata84.txt,140,140,60,60,60,58,2,0,0.967741935483871,1.0,0.9836065573770492,0.9833333333333333
automata100.txt,140,140,60,60,58,57,3,2,0.9508196721311475,0.9666666666666667,0.9586776859504132,0.9583333333333334
automata74.txt,140,140,60,60,59,55,5,1,0.921875,0.9833333333333333,0.9516129032258064,0.95
automata56.txt,140,140,60,60,58,58,2,2,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667
automata38.txt,140,140,60,60,60,60,0,0,1.0,1.0,1.0,1.0
automata60.txt,140,140,60,60,60,60,0,0,1.0,1.0,1.0,1.0
automata59.txt,140,140,60,60,55,58,2,5,0.9649122807017544,0.9166666666666666,0.9401709401709402,0.9416666666666667
automata39.txt,140,140,60,60,59,49,11,1,0.8428571428571429,0.9833333333333333,0.9076923076923077,0.9
automata53.txt,140,140,60,60,58,57,3,2,0.9508196721311475,0.9666666666666667,0.9586776859504132,0.9583333333333334
automata93.txt,140,140,60,60,60,54,6,0,0.9090909090909091,1.0,0.9523809523809523,0.95
automata80.txt,140,140,60,60,59,57,3,1,0.9516129032258065,0.9833333333333333,0.9672131147540983,0.9666666666666667
automata27.txt,140,140,60,60,46,38,22,14,0.6764705882352942,0.7666666666666667,0.71875,0.7
